Year,Month,Name,DeviceName,DeviceType,FlowDirection,Factor,Seq1,Seq2,Seq3,Seq4,Seq5,Seq6
2022,1,PNHNDL,6111 RILEY7B 60504 TESLA7B 1,LINE,To-From,1,2570.4,,,,,
2022,1,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,RV_RH,5745 ERAYMNDV 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,RV_RH,57900 RAYTPNR 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,RV_RH,80309 LASPULG 904569 RAYMND 1,LINE,From-To,1,69999.3,,,,,
2022,1,RV_RH,8302 RAYMND24 80309 LASPULG 1,LINE,To-From,1,,54999.45,,29999.7,19999.8,9999.9
2022,1,RV_RH,8319 RIOHONDO 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,1,VALEXP,5742 YTURRIAS 8302 RAYMND24 1,LINE,To-From,1,,349.8,,,,
2022,1,VALEXP,5742 YTURRIAS 904569 RAYMND 1,LINE,To-From,1,427.7,,,,,
2022,1,VALEXP,8383 NEDIN7A 8574 POMELO7A 1,LINE,From-To,1,427.7,349.8,,,,
2022,1,VALEXP,8455 LONHILL7 8905 NEDIN7C 1,LINE,To-From,1,427.7,349.8,,,,
2022,1,VALEXP,8510 FALFUR4A 8896 RACHAL4A 1,LINE,To-From,1,427.7,349.8,,,,
2022,1,VALEXP,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,To-From,1,427.7,349.8,,,,
2022,1,VALEXP,8795 ROMA_SW4 80106 FALCONS 1,LINE,From-To,1,427.7,349.8,,,,
2022,1,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,,1335.95,,721.8,468.8,248.9
2022,1,VALIMP,5742 YTURRIAS 904569 RAYMND 1,LINE,From-To,1,1765.4,,,,,
2022,1,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,1765.4,1335.95,,721.8,468.8,248.9
2022,1,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,1765.4,1335.95,,721.8,468.8,248.9
2022,1,VALIMP,8510 FALFUR4A 8896 RACHAL4A 1,LINE,From-To,1,1765.4,1335.95,,,,
2022,1,VALIMP,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,From-To,1,1765.4,1335.95,,,,
2022,1,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,1765.4,1335.95,,721.8,468.8,248.9
2022,1,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,,,,721.8,468.8,248.9
2022,1,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,,,,721.8,468.8,248.9
2022,1,WESTEX,1421 WILLOWCK 1429 JACKSBRO 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,1,WESTEX,1421 WILLOWCK 60514 CLEARCR 1,LINE,To-From,1,,5771.7,,,,
2022,1,WESTEX,1421 WILLOWCK 60515 CLEARCR 2,LINE,To-From,1,7314.3,5771.7,,,,
2022,1,WESTEX,1421 WILLOWCK 908123 CLEARC 1,LINE,To-From,1,7314.3,,,,,
2022,1,WESTEX,1429 JACKSBRO 1443 HENDRCH_ 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1429 JACKSBRO 1730 W_KRUM_5 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1430 GRHAMSES 1436 PARKER_5 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1430 GRHAMSES 1436 PARKER_5 2,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1440 COMCHESS 1900 COMCHPKW 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1444 BROWN_5 3422 KILL_SS_ 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,1444 BROWN_5 3422 KILL_SS_ 2,LINE,From-To,1,,5771.7,,,,
2022,1,WESTEX,1730 W_KRUM_5 6101 RILEY7A 1,LINE,To-From,1,,5771.7,,,,
2022,1,WESTEX,1730 W_KRUM_5 6101 RILEY7A 2,LINE,To-From,1,,5771.7,,,,
2022,1,WESTEX,1730 W_KRUM_5 6111 RILEY7B 1,LINE,To-From,1,7314.3,,,,,
2022,1,WESTEX,1730 W_KRUM_5 6111 RILEY7B 2,LINE,To-From,1,7314.3,,,,,
2022,1,WESTEX,3422 KILL_SS_ 3424 BUCK_H_5 1,LINE,To-From,1,7314.3,,,,,
2022,1,WESTEX,68040 KOPPRL1 68091 NAVARRO 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,68080 KOPPRL2 68090 SAMSW 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,1,WESTEX,7046 L_KENDAL 60618 EDISON7 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,1,WESTEX,7046 L_KENDAL 60621 EDISON7 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,1,WILBRN,7100 L_BURNET 7520 L_BERTRA 1,LINE,From-To,1,69999.3,,,,,
2022,1,WILBRN,7346 L_GABRIE 7523 L_GLASSC 1,LINE,From-To,1,69999.3,,,,,
2022,1,WILBRN,7524 L_SEWAJU 7525 L_LEANDE 1,LINE,To-From,1,69999.3,,,,,
2022,1,ZAPSTR,8299 ZAPATA4A 8985 S_YGANCI 1,LINE,From-To,1,69999.3,54999.45,,,,
2022,1,ZAPSTR,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,69999.3,54999.45,,,,
2022,2,BEARKT,23875 EINSTEI 59903 BEARKAT 1,LINE,To-From,1,420.7,308.55,,29999.7,19999.8,
2022,2,BEARKT,59902 SAND_BL 59903 BEARKAT 1,LINE,To-From,1,420.7,308.55,,29999.7,19999.8,
2022,2,CULBSN,1096 BLACKRVR 1097 CULBERSO 1,LINE,To-From,1,69999.3,173.8,,,,
2022,2,CULBSN,1097 CULBERSO 11082 MAVRKDR 1,LINE,From-To,1,69999.3,173.8,,,,
2022,2,CULBSN,1097 CULBERSO 11086 MCHALAM 1,LINE,From-To,1,,173.8,,,,
2022,2,CULBSN,1097 CULBERSO 11086 MCHALAM 2,LINE,From-To,1,69999.3,,,,,
2022,2,CULBSN,1097 CULBERSO 11191 CASTLEH 2,LINE,From-To,1,69999.3,,,,,
2022,2,CULBSN,1097 CULBERSO 900685 CASTLE 1,LINE,From-To,1,,173.8,,,,
2022,2,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,,,,,481.6,239.7
2022,2,MCCAMY,60404 SOLSTIC 76002 L_BAKER 1,LINE,To-From,1,69999.3,54999.45,,,,
2022,2,MCCAMY,60404 SOLSTIC 76002 L_BAKER 2,LINE,To-From,1,69999.3,54999.45,,,,
2022,2,MCCAMY,60723 CROSSOV 76032 L_NORTM 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,6630 FTST4A 6671 TOMBSTNE 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,76003 L_BIGHI 76005 L_SCHND 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,76025 L_CASTM 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,,
2022,2,MCCAMY,76040 L_CASTI 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,76579 L_FORTL 76582 L_MEVIS 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,76615 L_LCRAN 76635 L_KINGM 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,2,MCCAMY,842 GPL_KINGM 11028 ODESEHV 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,
2022,2,MCCAMY,842 GPL_KINGM 76000 L_NORTM 1,LINE,To-From,1,,,,,,239.7
2022,2,NELRIO,80076 AJO7A 85000 N_SHARP 1,LINE,From-To,1,620.9,487.85,,29999.7,19999.8,9999.9
2022,2,NELRIO,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,From-To,1,620.9,487.85,,,,
2022,2,NELRIO,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,,,,29999.7,19999.8,9999.9
2022,2,NE_LOB,5709 FOWLERTO 80219 LOBO7A 1,LINE,To-From,1,1078.0,768.35,,496.2,330.8,9999.9
2022,2,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 1,TRANSFORMER,From-To,1,1078.0,768.35,,496.2,330.8,9999.9
2022,2,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 2,TRANSFORMER,From-To,1,1078.0,768.35,,496.2,330.8,9999.9
2022,2,NE_LOB,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,1078.0,768.35,,496.2,330.8,9999.9
2022,2,N_TO_H,40600 ROANS__ 45972 KUYDAL7 75,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 98,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,2,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,,1684.1,,1068.6,799.6,424.6
2022,2,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,,1684.1,,1068.6,799.6,424.6
2022,2,PNHNDL,23912 OGALLAL 23920 BLKWTRD 1,LINE,From-To,1,2570.4,,,,,
2022,2,PNHNDL,23920 BLKWTRD 23922 WHIT_RV 1,LINE,To-From,1,2570.4,,,,,
2022,2,PNHNDL,23922 WHIT_RV 59904 COTTONW 1,LINE,From-To,1,2570.4,,,,,
2022,2,PNHNDL,23922 WHIT_RV 59904 COTTONW 2,LINE,From-To,1,2570.4,,,,,
2022,2,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,,1684.1,,1068.6,799.6,424.6
2022,2,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,,1684.1,,1068.6,799.6,424.6
2022,2,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,,,,,,424.6
2022,2,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,,,,,,424.6
2022,2,PNHNDL,60501 TESLA7A 60505 EDITHCL 1,LINE,From-To,1,2570.4,1684.1,,1068.6,799.6,
2022,2,PNHNDL,60501 TESLA7A 60505 EDITHCL 2,LINE,From-To,1,2570.4,1684.1,,1068.6,799.6,
2022,2,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,,,,,799.6,424.6
2022,2,PNHNDL,60504 TESLA7B 61001 JIMTREE 1,LINE,From-To,1,2570.4,1684.1,,1068.6,,
2022,2,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,,,,,799.6,424.6
2022,2,PNHNDL,6101 RILEY7A 60504 TESLA7B 1,LINE,To-From,1,,1684.1,,1068.6,,
2022,2,PNHNDL,6111 RILEY7B 60504 TESLA7B 1,LINE,To-From,1,2570.4,,,,,
2022,2,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,RV_RH,5745 ERAYMNDV 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,RV_RH,57900 RAYTPNR 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,RV_RH,80309 LASPULG 906324 RAYMND 1,LINE,From-To,1,69999.3,,,,,
2022,2,RV_RH,8302 RAYMND24 80309 LASPULG 1,LINE,To-From,1,,54999.45,,29999.7,19999.8,9999.9
2022,2,RV_RH,8319 RIOHONDO 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,2,VALEXP,5742 YTURRIAS 8302 RAYMND24 1,LINE,To-From,1,,349.8,,,,
2022,2,VALEXP,5742 YTURRIAS 906324 RAYMND 1,LINE,To-From,1,427.7,,,,,
2022,2,VALEXP,8383 NEDIN7A 8574 POMELO7A 1,LINE,From-To,1,427.7,349.8,,,,
2022,2,VALEXP,8455 LONHILL7 8905 NEDIN7C 1,LINE,To-From,1,427.7,349.8,,,,
2022,2,VALEXP,8510 FALFUR4A 8896 RACHAL4A 1,LINE,To-From,1,427.7,349.8,,,,
2022,2,VALEXP,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,To-From,1,427.7,349.8,,,,
2022,2,VALEXP,8795 ROMA_SW4 80106 FALCONS 1,LINE,From-To,1,427.7,349.8,,,,
2022,2,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,,1335.95,,721.8,468.8,248.9
2022,2,VALIMP,5742 YTURRIAS 906324 RAYMND 1,LINE,From-To,1,1765.4,,,,,
2022,2,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,1765.4,1335.95,,721.8,468.8,248.9
2022,2,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,1765.4,1335.95,,721.8,468.8,248.9
2022,2,VALIMP,8510 FALFUR4A 8896 RACHAL4A 1,LINE,From-To,1,1765.4,1335.95,,,,
2022,2,VALIMP,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,From-To,1,1765.4,1335.95,,,,
2022,2,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,1765.4,1335.95,,721.8,468.8,248.9
2022,2,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,,,,721.8,468.8,248.9
2022,2,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,,,,721.8,468.8,248.9
2022,2,WESTEX,1421 WILLOWCK 1429 JACKSBRO 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,2,WESTEX,1421 WILLOWCK 60514 CLEARCR 1,LINE,To-From,1,,5771.7,,,,
2022,2,WESTEX,1421 WILLOWCK 60515 CLEARCR 2,LINE,To-From,1,7314.3,5771.7,,,,
2022,2,WESTEX,1421 WILLOWCK 901029 CLEARC 1,LINE,To-From,1,7314.3,,,,,
2022,2,WESTEX,1429 JACKSBRO 1443 HENDRCH_ 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1429 JACKSBRO 1730 W_KRUM_5 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1430 GRHAMSES 1436 PARKER_5 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1430 GRHAMSES 1436 PARKER_5 2,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1440 COMCHESS 1900 COMCHPKW 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1444 BROWN_5 3422 KILL_SS_ 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,1444 BROWN_5 3422 KILL_SS_ 2,LINE,From-To,1,,5771.7,,,,
2022,2,WESTEX,1730 W_KRUM_5 6101 RILEY7A 1,LINE,To-From,1,,5771.7,,,,
2022,2,WESTEX,1730 W_KRUM_5 6101 RILEY7A 2,LINE,To-From,1,,5771.7,,,,
2022,2,WESTEX,1730 W_KRUM_5 6111 RILEY7B 1,LINE,To-From,1,7314.3,,,,,
2022,2,WESTEX,1730 W_KRUM_5 6111 RILEY7B 2,LINE,To-From,1,7314.3,,,,,
2022,2,WESTEX,3422 KILL_SS_ 3424 BUCK_H_5 1,LINE,To-From,1,7314.3,,,,,
2022,2,WESTEX,68040 KOPPRL1 68091 NAVARRO 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,68080 KOPPRL2 68090 SAMSW 1,LINE,From-To,1,7314.3,5771.7,,,,
2022,2,WESTEX,7046 L_KENDAL 60618 EDISON7 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,2,WESTEX,7046 L_KENDAL 60621 EDISON7 1,LINE,To-From,1,7314.3,5771.7,,,,
2022,2,WILBRN,7100 L_BURNET 7520 L_BERTRA 1,LINE,From-To,1,69999.3,,,,,
2022,2,WILBRN,7346 L_GABRIE 7523 L_GLASSC 1,LINE,From-To,1,69999.3,,,,,
2022,2,WILBRN,7524 L_SEWAJU 7525 L_LEANDE 1,LINE,To-From,1,69999.3,,,,,
2022,2,ZAPSTR,8299 ZAPATA4A 8985 S_YGANCI 1,LINE,From-To,1,69999.3,54999.45,,,,
2022,2,ZAPSTR,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,69999.3,54999.45,,,,
2022,3,BEARKT,23875 EINSTEI 59903 BEARKAT 1,LINE,To-From,1,420.7,308.55,,29999.7,19999.8,
2022,3,BEARKT,59902 SAND_BL 59903 BEARKAT 1,LINE,To-From,1,420.7,308.55,,29999.7,19999.8,
2022,3,CULBSN,1096 BLACKRVR 1097 CULBERSO 1,LINE,To-From,1,69999.3,173.8,,,,
2022,3,CULBSN,1097 CULBERSO 11082 MAVRKDR 1,LINE,From-To,1,69999.3,173.8,,,,
2022,3,CULBSN,1097 CULBERSO 11086 MCHALAM 1,LINE,From-To,1,,173.8,,,,
2022,3,CULBSN,1097 CULBERSO 11086 MCHALAM 2,LINE,From-To,1,69999.3,,,,,
2022,3,CULBSN,1097 CULBERSO 11191 CASTLEH 2,LINE,From-To,1,69999.3,,,,,
2022,3,CULBSN,1097 CULBERSO 900686 CASTLE 1,LINE,From-To,1,,173.8,,,,
2022,3,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,,,,,481.6,239.7
2022,3,MCCAMY,60404 SOLSTIC 76002 L_BAKER 1,LINE,To-From,1,69999.3,54999.45,,,,
2022,3,MCCAMY,60404 SOLSTIC 76002 L_BAKER 2,LINE,To-From,1,69999.3,54999.45,,,,
2022,3,MCCAMY,60723 CROSSOV 76032 L_NORTM 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,TRANSFORMER,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,6630 FTST4A 6671 TOMBSTNE 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,76003 L_BIGHI 76005 L_SCHND 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,76025 L_CASTM 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,,
2022,3,MCCAMY,76040 L_CASTI 76615 L_LCRAN 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,76579 L_FORTL 76582 L_MEVIS 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,76615 L_LCRAN 76635 L_KINGM 1,LINE,To-From,1,69999.3,54999.45,,646.2,481.6,239.7
2022,3,MCCAMY,842 GPL_KINGM 11028 ODESEHV 1,LINE,From-To,1,69999.3,54999.45,,646.2,481.6,
2022,3,MCCAMY,842 GPL_KINGM 76000 L_NORTM 1,LINE,To-From,1,,,,,,239.7
2022,3,NELRIO,80076 AJO7A 85000 N_SHARP 1,LINE,From-To,1,620.9,487.85,,29999.7,19999.8,9999.9
2022,3,NELRIO,8601 CEBOLLA7 8902 RIOHONDO 1,LINE,From-To,1,620.9,487.85,,,,
2022,3,NELRIO,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,,,,29999.7,19999.8,9999.9
2022,3,NE_LOB,5709 FOWLERTO 80219 LOBO7A 1,LINE,To-From,1,1078.0,768.35,,496.2,330.8,9999.9
2022,3,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 1,TRANSFORMER,From-To,1,1078.0,768.35,,496.2,330.8,9999.9
2022,3,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 2,TRANSFORMER,From-To,1,1078.0,768.35,,496.2,330.8,9999.9
2022,3,NE_LOB,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,1078.0,768.35,,496.2,330.8,9999.9
2022,3,N_TO_H,40600 ROANS__ 45972 KUYDAL7 75,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 98,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,3374.7,2346.85,,1743.0,946.6,524.4
2022,3,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,,1684.1,,1068.6,799.6,424.6
2022,3,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,,1684.1,,1068.6,799.6,424.6
2022,3,PNHNDL,23912 OGALLAL 23920 BLKWTRD 1,LINE,From-To,1,2570.4,,,,,
2022,3,PNHNDL,23920 BLKWTRD 23922 WHIT_RV 1,LINE,To-From,1,2570.4,,,,,
2022,3,PNHNDL,23922 WHIT_RV 59904 COTTONW 1,LINE,From-To,1,2570.4,,,,,
2022,3,PNHNDL,23922 WHIT_RV 59904 COTTONW 2,LINE,From-To,1,2570.4,,,,,
2022,3,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,,1684.1,,1068.6,799.6,424.6
2022,3,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,,1684.1,,1068.6,799.6,424.6
2022,3,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,,,,,,424.6
2022,3,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,,,,,,424.6
2022,3,PNHNDL,60501 TESLA7A 60505 EDITHCL 1,LINE,From-To,1,2570.4,1684.1,,1068.6,799.6,
2022,3,PNHNDL,60501 TESLA7A 60505 EDITHCL 2,LINE,From-To,1,2570.4,1684.1,,1068.6,799.6,
2022,3,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,,,,,799.6,424.6
2022,3,PNHNDL,60504 TESLA7B 61001 JIMTREE 1,LINE,From-To,1,2570.4,1684.1,,1068.6,,
2022,3,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,,,,,799.6,424.6
2022,3,PNHNDL,6101 RILEY7A 60504 TESLA7B 1,LINE,To-From,1,,1684.1,,1068.6,,
2022,3,PNHNDL,6111 RILEY7B 60504 TESLA7B 1,LINE,To-From,1,2570.4,,,,,
2022,3,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
2022,3,RV_RH,5745 ERAYMNDV 80309 LASPULG 1,LINE,To-From,1,69999.3,54999.45,,29999.7,19999.8,9999.9
